adresse;name;signatur
0x00419960;updatePathLinkageTileMap;void updatePathLinkageTileMap(BuildingsState * this, int param_1)
0x00419a30;initializeGatePathfindingForOwner;void initializeGatePathfindingForOwner(BuildingsState * this, int param_1)
0x00419ac0;rebuildTileLogicLayerForGatesAndWalls;void rebuildTileLogicLayerForGatesAndWalls(BuildingsState * this)
0x00419be0;rebuildTileLogicLayerForKeeps;void rebuildTileLogicLayerForKeeps(BuildingsState * this)
0x00419c70;updatePathLinkageForGatesKeepsSiegeTowers;void updatePathLinkageForGatesKeepsSiegeTowers(BuildingsState * this)
0x00419d70;updateEnemyBuildings;void updateEnemyBuildings(BuildingsState * this, int playerID)
0x00419eb0;aiFindBuildingToAttack;int aiFindBuildingToAttack(BuildingsState * this, int param_1, int param_2, int param_3, int param_4)
0x00419fa0;findClosestEnemyBuildingWithinRadius;int findClosestEnemyBuildingWithinRadius(BuildingsState * this, int param_1, int param_2, int param_3, int param_4)
0x0041a060;SetUndamagedBuildingHealthToValue;void SetUndamagedBuildingHealthToValue(void)
0x0041a0a0;UpgradeFirst9Buildings;void UpgradeFirst9Buildings(void)
0x0041a0d0;UpgradeBuildingField1;void UpgradeBuildingField1(void)
0x0041a100;UpgradeBuildingFlag1;void UpgradeBuildingFlag1(void)
0x0041a140;UpgradeBuildingProperties1;void UpgradeBuildingProperties1(int version)
0x0041a2b0;SetDairyCheeseToZero;void SetDairyCheeseToZero(void)
0x0041a2e0;UpgradeTowerLogicLayer;void UpgradeTowerLogicLayer(void)
0x0041a340;SetHovelBuildOrder;void SetHovelBuildOrder(void)
0x0041a390;SetBuildingsEmployeeCountToValue;void SetBuildingsEmployeeCountToValue(void)
0x0041a3c0;UpgradeBuildingField2;void UpgradeBuildingField2(void)
0x0041a3f0;UpgradeSolitaryMapBuildingField3;void UpgradeSolitaryMapBuildingField3(void)
0x0041a420;UpgradeLogicAndDisplayLayerForDairyFarms;void UpgradeLogicAndDisplayLayerForDairyFarms(void)
0x0041a460;DestroyDrawbridgesInFirst10Buildings;void DestroyDrawbridgesInFirst10Buildings(void)
0x0041a520;UpgradePitchDitchBuildingIntoPitchDitchObject;void UpgradePitchDitchBuildingIntoPitchDitchObject(void)
0x0041a5c0;UpgradeKillingPitField;void UpgradeKillingPitField(void)
0x0041a5f0;UpgradeBuildingField4;void UpgradeBuildingField4(void)
0x0041a620;ClearBuildings1000AndHigher;void ClearBuildings1000AndHigher(void)
0x0041a650;UpgradeKnightsAndStables;void UpgradeKnightsAndStables(void)
0x0041a710;UpgradeOutpostField;void UpgradeOutpostField(void)
0x0041a740;SwapInts;void SwapInts(undefined4 * param_1, undefined4 * param_2)
0x0041a760;constructBuildingsState;BuildingsState * constructBuildingsState(BuildingsState * this)
0x0041a7a0;destroyBuilding;void destroyBuilding(BuildingsState * this, int buildingID)
0x0041a860;destroyBuildings;void destroyBuildings(BuildingsState * this, int playerID)
0x0041a8d0;swapOwnersOfCastle;void swapOwnersOfCastle(BuildingsState * this, int param_1, int param_2)
0x0041ade0;determineBuildingEntranceFromKeepArea;undefined4 determineBuildingEntranceFromKeepArea(BuildingsState * this, int buildingID, int workerIndexPlus1, BOOLEnum flag)
0x0041b2b0;determineBuildingEntranceFromCustomArea;undefined4 determineBuildingEntranceFromCustomArea(BuildingsState * this, int buildingID, int param_2, int param_3, int x, int y)
0x0041b7c0;computeBuildingEntranceFlagsForOrientations;void computeBuildingEntranceFlagsForOrientations(BuildingsState * this, int param_1)
0x0041b890;findQuarryPileLocation;void findQuarryPileLocation(BuildingsState * this, undefined4 playerID, int x, int y, int buildingSize, int pileSize, int tryUnk, MappersEnum commandBuildingType)
0x0041b940;hasBuildingAsNeighbour;BOOLEnum hasBuildingAsNeighbour(BuildingsState * this, int playerID, int x, int y, int size, BuildingType type)
0x0041ba00;findParticularBuilding;int findParticularBuilding(BuildingsState * this, undefined4 param_1, int x, int y, int buildingSize, BuildingType buildingType, int buildingID)
0x0041bab0;findAccessibleAreaNearBuildingLocation;int findAccessibleAreaNearBuildingLocation(undefined4 this, int x, int y, int buildingSize)
0x0041bb30;addResourceToStockpile;undefined4 addResourceToStockpile(BuildingsState * this, int buildingID, int buildingUID, ResourceType resourceType, int amount, int maxCapacity, int recomputeResources)
0x0041bc10;addResourceToGranary;void addResourceToGranary(BuildingsState * this, ResourceType resourceType, int playerID, int amount)
0x0041bca0;addResourceToArmory;void addResourceToArmory(BuildingsState * this, ResourceType resourceType, int playerID, int amount)
0x0041bd70;processResourceLoss;void processResourceLoss(BuildingsState * this, int playerID, ResourceType resourceType, int amount, int param_4)
0x0041bf50;subtractResourcesStoredInBuilding;void subtractResourcesStoredInBuilding(BuildingsState * this, int buildingID)
0x0041bfd0;processPlacementResourceLossForBuildingType;void processPlacementResourceLossForBuildingType(BuildingsState * this, int playerID, BuildingType buildingType, int param_3)
0x0041c190;processWallBuildingLoss;void processWallBuildingLoss(BuildingsState * this, int playerID, int highCount, int lowCount, int zero)
0x0041c240;applyFoodLossPercentageToPlayer;void applyFoodLossPercentageToPlayer(BuildingsState * this, int param_1, int param_2)
0x0041c310;processResourceGain;BOOLEnum processResourceGain(BuildingsState * this, int playerID, ResourceType resourceType, int amount)
0x0041c570;applyGateOrDrawbridgeOpenCloseChange;void applyGateOrDrawbridgeOpenCloseChange(BuildingsState * this, int buildingID, BOOLEnum param_2, BOOLEnum param_3)
0x0041c6f0;sortBuildingIDsNeedPeasantsQueue;void sortBuildingIDsNeedPeasantsQueue(BuildingsState * this, int playerID)
0x0041c810;lightUpBuilding;undefined4 lightUpBuilding(BuildingsState * this, int buildingID, int burnerPlayerID, int spareGrounds)
0x0041ca00;UpdateOxTether;void UpdateOxTether(void)
0x0041cc70;UpdateIronMine;void UpdateIronMine(void)
0x0041d510;UpdateQuarry;void UpdateQuarry(void)
0x0041e240;UpdateFireBallistaBuilding;void UpdateFireBallistaBuilding(void)
0x0041e650;UpdateKillingPit;void UpdateKillingPit(void)
0x0041e870;UpdateTower2;void UpdateTower2(void)
0x0041eb00;UpdateTower3;void UpdateTower3(void)
0x0041eda0;UpdateTower4;void UpdateTower4(void)
0x0041f110;UpdateTower5;void UpdateTower5(void)
0x0041f3b0;UpdateCatapultBuilding;void UpdateCatapultBuilding(void)
0x0041f7c0;UpdateTrebutchetBuilding;void UpdateTrebutchetBuilding(void)
0x0041fc90;UpdateSiegeTowerBuilding;void UpdateSiegeTowerBuilding(void)
0x00420120;UpdateBatteringRamBuilding;void UpdateBatteringRamBuilding(void)
0x004205b0;UpdateShieldBuilding;void UpdateShieldBuilding(void)
0x00420a30;UpdateDogCage;void UpdateDogCage(void)
0x00420bf0;upgradeBuildingsForMapVersion;void upgradeBuildingsForMapVersion(BuildingsState * this, PackagedFileMagicNum receivedMapVersion, PackagedFileMagicNum packagerMapVersion)
0x00420d20;setupBuildingData;int setupBuildingData(BuildingsState * this, int playerID, uint x, uint y, undefined4 averageHeight, BuildingType buildingType, uint width, int playerID_dup, int variationIndex)
0x00421890;deleteBuilding;void deleteBuilding(BuildingsState * this, uint buildingID)
0x00421990;destroyBuildingAndLinkedDuplicates;void destroyBuildingAndLinkedDuplicates(BuildingsState * this, uint param_1)
0x00421a40;buildingIsAccessible;int buildingIsAccessible(BuildingsState * this, int buildingID, int amountUnk)
0x00421be0;resolveBuildingEntryAccessibility;char resolveBuildingEntryAccessibility(BuildingsState * this, int buildingID, int param_2, int x, int y)
0x00421d70;giveBackResourceForDestroyedBuilding;void giveBackResourceForDestroyedBuilding(BuildingsState * this, int buildingIDORIfNegResourceType, int playerID, int param_3)
0x00422230;getBuildingThatCanStoreThisResource;int getBuildingThatCanStoreThisResource(BuildingsState * this, ResourceType resourceType, int amount, int playerID)
0x00422370;getArmoryWithSpaceLeft;uint getArmoryWithSpaceLeft(BuildingsState * this, uint targetBuildingID, undefined4 producedItemTypeUnk, int playerID, int resourceToDeposit)
0x00422396;FUN_00422396;undefined FUN_00422396(void)
0x00422400;findQuarryPileThatIsCloseAndHasMostStone;int findQuarryPileThatIsCloseAndHasMostStone(BuildingsState * this, int playerID, int x, int y, int unitID)
0x004224f0;updateGateDrawBridgeOpenCloseLogic;void updateGateDrawBridgeOpenCloseLogic(BuildingsState * this)
0x00422b80;checkBuildingsNeedPeasants;void checkBuildingsNeedPeasants(BuildingsState * this, int playerID)
0x00422c60;spreadFireRandomlyToBuildings;void spreadFireRandomlyToBuildings(BuildingsState * this, int param_1, int param_2)
0x00422e20;updateBuildings;void updateBuildings(BuildingsState * this)
0x00423370;UpdateHuntersPost;void UpdateHuntersPost(void)
0x004238b0;UpdateGateHouseLarge;void UpdateGateHouseLarge(void)
0x00423cd0;UpdateGateHouseSmall;void UpdateGateHouseSmall(void)
0x004240d0;UpdateWoodGate1;void UpdateWoodGate1(void)
0x00424220;recomputeAccessibilityForAllBuildings;void recomputeAccessibilityForAllBuildings(BuildingsState * this)
0x00424270;updateHeatmapBasedOnBuildingAccessibility;void updateHeatmapBasedOnBuildingAccessibility(BuildingsState * this, int playerID)
0x00424310;applyVersionUpgradeAccessibilityRecompute;void applyVersionUpgradeAccessibilityRecompute(BuildingsState * this, PackagedFileMagicNum receivedMapVersion, PackagedFileMagicNum packagerMapVersion)
0x00424320;renderInGameText;void renderInGameText(TextManager * this, char * textAddress, int xParam, int yParam, TextAlignment alignment, uint color1, uint color2, int fontSize, BOOLEnum keepOffsetX)
0x00424360;renderTextToScreen2;void renderTextToScreen2(TextManager * this, char * textAddress, int xParam, int yParam, TextAlignment alignment, BGR24 color, int fontSize, BOOLEnum keepOffsetX)
0x00424390;renderText;void renderText(TextManager * this, eTextSections textGroupIndex, int textNumInGroup, int xPosition, int yPosition, TextAlignment textShift, uint color, uint param_7, int fontSize, BOOLEnum param_9)
0x004243e0;renderText2;void renderText2(TextManager * this, eTextSections textOffsetIndex, int textNumInGroup, int xParam, int yParam, TextAlignment alignment, uint color, int fontSize, BOOLEnum keepOffsetX)
0x00424420;renderInGameText2;void renderInGameText2(TextManager * this, eTextSections textOffsetIndex, int textNumInGroup, int xParam, int yParam, TextAlignment alignment, uint color1, uint color2, int fontSize, BOOLEnum keepOffsetX, int blendStrength)
0x00424470;renderTextFromTextGroup;void renderTextFromTextGroup(TextManager * this, eTextSections offsetIndex, int numInGroup, int xParam, int yParam, TextAlignment alignment, uint color, int fontSize, BOOLEnum keepOffsetX, int blendStrength)
0x004244c0;renderMultilineText2;void renderMultilineText2(TextManager * this, eTextSections param_1, int param_2, int param_3, int param_4)
0x00424500;renderMultilineTextUnk;void renderMultilineTextUnk(TextManager * this, eTextSections textOffsetIndex, int textNumInGroup, int xPos, int yPos, int maxWidth, uint color, int fontSize, int blendStrength)
0x00424540;renderMultilineText2Unk;void renderMultilineText2Unk(TextManager * this, eTextSections textOffsetIndex, int textNumInGroup, int xPos, int yPos, int maxWidth, uint color, int fontSize)
0x00424580;renderMultilineText3Unk;void renderMultilineText3Unk(TextManager * this, eTextSections textOffsetIndex, int textNumInGroup, int xPos, int yPos, int maxWidth, uint color1, uint color2, int fontSize, int blendStrength)
0x004245d0;renderMultilineText4Unk;void renderMultilineText4Unk(TextManager * this, eTextSections textOffsetIndex, int textNumInGroup, int xPos, int yPos, int maxWidth, uint color, int fontSize, int blendStrength)
0x00424620;renderNumber;void renderNumber(TextManager * this, int number, int xPosition, int yPosition, uint color1, uint color2, int fontSize, BOOLEnum keepOffsetX)
0x00424650;renderLeftAlignedNumberToScreen;void renderLeftAlignedNumberToScreen(TextManager * this, int number, int xParam, int yParam, uint color, int fontSize, BOOL keepOffsetX)
0x00424680;renderNumberToScreen;void renderNumberToScreen(TextManager * this, int number, int xParam, int yParam, TextAlignment alignment, uint color, int fontSize, BOOLEnum keepOffsetX)
0x004246b0;computeTextWidthForTextGroup;int computeTextWidthForTextGroup(TextManager * this, eTextSections textOffsetIndex, int textNumInGroup, int fontSize)
0x004246e0;renderNonInteractingButtonBackground;void renderNonInteractingButtonBackground(AlphaAndButtonSurface * this, int blendStrength)
0x00424700;endSpeechStreamsAndResetLoopFlags;void endSpeechStreamsAndResetLoopFlags(SoundSystem * this)
0x00424720;MenuView_IntroLogos_Prepare;void MenuView_IntroLogos_Prepare(void)
0x00424770;MenuView_IntroLogos_DoInitial;void MenuView_IntroLogos_DoInitial(void)
0x004247a0;MenuView_IntroLogos_DoEveryFrame;void MenuView_IntroLogos_DoEveryFrame(void)
0x00424990;MenuItemActionHandler_IntroLogos_General;void MenuItemActionHandler_IntroLogos_General(int unused, ...)
0x00424a50;MenuView_IntroVideo_Prepare;void MenuView_IntroVideo_Prepare(void)
0x00424ad0;MenuView_IntroVideo_DoEveryFrame;void MenuView_IntroVideo_DoEveryFrame(void)
0x00424b10;MenuView_GameStartEnterName_DoEveryFrame;void MenuView_GameStartEnterName_DoEveryFrame(void)
0x00424bd0;LoadTGX_shc_back;void LoadTGX_shc_back(void)
0x00424be0;DrawOuterMenuBorder;void DrawOuterMenuBorder(void)
0x00424c40;MenuView_MainMenu_Prepare;void MenuView_MainMenu_Prepare(void)
0x00424cd0;MenuView_MainMenu_DoInitial;void MenuView_MainMenu_DoInitial(void)
0x00424da0;MenuView_MainMenu_DoEveryFrame;void MenuView_MainMenu_DoEveryFrame(void)
0x00424f50;MenuItemRenderFunction_MainMenu_Main;void MenuItemRenderFunction_MainMenu_Main(int param_1, ...)
0x004251a0;MenuItemActionHandler_MainMenu_Main;void MenuItemActionHandler_MainMenu_Main(int param_1, ...)
0x00425500;MenuView_HistoricCampaignSelect_Prepare;void MenuView_HistoricCampaignSelect_Prepare(void)
0x00425580;MenuView_HistoricCampaignSelect_DoEveryFrame;void MenuView_HistoricCampaignSelect_DoEveryFrame(void)
0x004255d0;MenuItemRenderFunction_HistoricCampaignSelect_Main;void MenuItemRenderFunction_HistoricCampaignSelect_Main(int param_1, ...)
0x00425720;MenuItemActionHandler_HistoricCampaignSelect_Main;void MenuItemActionHandler_HistoricCampaignSelect_Main(int param_1, ...)
0x004259d0;MenuView_UnusedEconomicGametypeSelect_Prepare;void MenuView_UnusedEconomicGametypeSelect_Prepare(void)
0x00425a40;MenuView_UnusedEconomicGametypeSelect_DoInitial;void MenuView_UnusedEconomicGametypeSelect_DoInitial(void)
0x00425ad0;MenuItemRenderFunction_UnusedEconomicGametypeSelect_Main;void MenuItemRenderFunction_UnusedEconomicGametypeSelect_Main(int param_1, ...)
0x00425c20;MenuItemActionHandler_UnusedEconomicGametypeSelect_Main;void MenuItemActionHandler_UnusedEconomicGametypeSelect_Main(int param_1, ...)
0x00425ea0;MenuView_CustomScenarios_Prepare;void MenuView_CustomScenarios_Prepare(void)
0x00425f60;MenuView_General_DoInitial_BlackBoxDefaultBorderAndPicture;void MenuView_General_DoInitial_BlackBoxDefaultBorderAndPicture(void)
0x00425ff0;MenuView_CustomScenarios_DoEveryFrame;void MenuView_CustomScenarios_DoEveryFrame(void)
0x00426060;MenuItemRenderFunction_CustomScenarios_Main;void MenuItemRenderFunction_CustomScenarios_Main(int param_1, ...)
0x004261e0;MenuView_Credits_Prepare;void MenuView_Credits_Prepare(void)
0x004262b0;MenuView_Credits_DoInitial;void MenuView_Credits_DoInitial(void)
0x00426340;MenuView_Credits_DoEveryFrame;void MenuView_Credits_DoEveryFrame(void)
0x00426570;MenuView_UnusedDemoBuyItScreen_Prepare;void MenuView_UnusedDemoBuyItScreen_Prepare(void)
0x00426600;MenuView_UnusedDemoBuyItScreen_DoInitial;void MenuView_UnusedDemoBuyItScreen_DoInitial(void)
0x004266a0;MenuView_UnusedDemoBuyItScreen_DoEveryFrame;void MenuView_UnusedDemoBuyItScreen_DoEveryFrame(void)
0x004266e0;MenuModalRenderFunction_UnusedSetName;void MenuModalRenderFunction_UnusedSetName(int x, int y, int width, int height)
0x00426750;MenuItemRenderFunction_UnusedSetName_ButtonsUnk;void MenuItemRenderFunction_UnusedSetName_ButtonsUnk(int param_1, ...)
0x004267f0;MenuItemActionHandler_UnusedSetName_ButtonsUnk;void MenuItemActionHandler_UnusedSetName_ButtonsUnk(int param_1, ...)
0x00426830;MenuView_HistoricMissionSelect_Prepare;void MenuView_HistoricMissionSelect_Prepare(void)
0x004268c0;MenuView_MissionSelect_DoEveryFrame;void MenuView_MissionSelect_DoEveryFrame(void)
0x004269e0;MenuItemRenderFunction_HistoricMissionSelect_MissionRows;void MenuItemRenderFunction_HistoricMissionSelect_MissionRows(int param_1, ...)
0x00426b80;MenuItemActionHandler_HistoricMissionSelect_General;void MenuItemActionHandler_HistoricMissionSelect_General(int param_1, ...)
0x00426c50;MenuView_UnusedEconomicMissionSelect_Prepare;void MenuView_UnusedEconomicMissionSelect_Prepare(void)
0x00426ca0;MenuItemRenderFunction_HistoricAndEconomicMissionSelect_NextAndBackHands;void MenuItemRenderFunction_HistoricAndEconomicMissionSelect_NextAndBackHands(int param_1, ...)
